"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality_disc"
"3866",7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,6,"Media"
"3867",7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,7,"Alta"
"3868",5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,"Alta"
"3869",6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7,"Alta"
"3870",7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7,"Alta"
"3871",6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,"Baja"
"3872",6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,"Baja"
"3873",6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,"Baja"
"3874",7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,5,"Baja"
"3875",7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5,"Baja"
"3876",7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5,"Baja"
"3877",6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,5,"Baja"
"3878",7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5,"Baja"
"3879",7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5,"Baja"
"3880",7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,"Baja"
"3881",6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6,5,"Baja"
"3882",7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,5,"Baja"
"3883",6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,5,"Baja"
"3884",8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5,"Baja"
"3885",6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,5,"Baja"
"3886",5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,"Baja"
"3887",6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6,"Media"
"3888",6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6,"Media"
"3889",7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,"Media"
"3890",7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,"Media"
"3891",7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,"Media"
"3892",7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6,"Media"
"3893",7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6,"Media"
"3894",6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6,"Media"
"3895",8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,"Media"
"3896",8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7,"Alta"
"3897",6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,7,"Alta"
"3898",5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7,"Alta"
"3899",6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4,"Baja"
"3900",9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4,"Baja"
"3901",5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,5,"Baja"
"3902",6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,5,"Baja"
"3903",7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,5,"Baja"
"3904",7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,5,"Baja"
"3905",7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,6,"Media"
"3906",6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,6,"Media"
"3907",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"Media"
"3908",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"Media"
"3909",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"Media"
"3910",7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,6,"Media"
"3911",6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,6,"Media"
"3912",6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6,"Media"
"3913",5.7,0.22,0.25,1.1,0.05,97,175,0.99099,3.44,0.62,11.1,6,"Media"
"3914",5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7,"Alta"
"3915",6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,"Baja"
"3916",6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,"Baja"
"3917",8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5,"Baja"
"3918",7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,5,"Baja"
"3919",6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,5,"Baja"
"3920",6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,"Baja"
"3921",6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,"Baja"
"3922",6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,"Baja"
"3923",6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,"Baja"
"3924",6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5,"Baja"
"3925",8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5,"Baja"
"3926",7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5,"Baja"
"3927",9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5,"Baja"
"3928",7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5,"Baja"
"3929",6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,5,"Baja"
"3931",7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6,"Media"
"3932",7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,"Media"
"3933",7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,"Media"
"3934",6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6,"Media"
"3935",6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,"Media"
"3936",6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,"Media"
"3937",6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6,"Media"
"3938",6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,6,"Media"
"3939",7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,5,"Baja"
"3940",8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,4,"Baja"
"3941",7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4,"Baja"
"3942",7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5,"Baja"
"3943",7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9,5,"Baja"
"3944",9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,5,"Baja"
"3945",6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,5,"Baja"
"3946",6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,5,"Baja"
"3947",6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5,"Baja"
"3948",6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5,"Baja"
"3949",7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,"Baja"
"3950",7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,"Baja"
"3951",6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.5666666666667,5,"Baja"
"3952",6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,5,"Baja"
"3953",7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,"Baja"
"3954",7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,"Baja"
"3955",7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,5,"Baja"
"3956",7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,5,"Baja"
"3957",6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6,"Media"
"3958",6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,6,"Media"
"3959",6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6,"Media"
"3960",6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6,"Media"
"3961",7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,"Media"
"3962",7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,"Media"
"3963",7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6,"Media"
"3964",7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,"Alta"
"3965",7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,"Alta"
"3966",7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,"Alta"
"3967",7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2,4,"Baja"
"3968",6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4,"Baja"
"3969",6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4,"Baja"
"3970",9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,4,"Baja"
"3971",7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5,"Baja"
"3972",7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,"Baja"
"3973",7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,"Baja"
"3974",7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,5,"Baja"
"3975",6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9,5,"Baja"
"3976",6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5,"Baja"
"3977",7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,"Baja"
"3978",7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,"Baja"
"3979",6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5,"Baja"
"3980",6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.5333333333333,5,"Baja"
"3981",6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5,"Baja"
"3982",4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,5,"Baja"
"3983",5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,"Baja"
"3984",5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,"Baja"
"3985",6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6,"Media"
"3986",7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,6,"Media"
"3987",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,"Media"
"3988",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,"Media"
"3989",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,"Media"
"3990",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,"Media"
"3991",6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6,"Media"
"3992",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,"Media"
"3993",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,"Media"
"3994",7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6,"Media"
"3995",7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,6,"Media"
"3996",8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6,"Media"
"3997",7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6,"Media"
"3998",7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6,"Media"
"3999",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,"Media"
"4000",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,"Media"
"4001",7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6,"Media"
"4002",7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6,"Media"
"4003",6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,"Alta"
"4004",6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,"Alta"
"4005",5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,"Alta"
"4006",5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,"Alta"
"4007",6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8,"Alta"
"4008",7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,4,"Baja"
"4009",6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,5,"Baja"
"4010",6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,"Baja"
"4011",5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,5,"Baja"
"4012",7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5,"Baja"
"4013",6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,5,"Baja"
"4014",7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,5,"Baja"
"4015",6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,5,"Baja"
"4016",6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5,"Baja"
"4017",6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.53333333333333,5,"Baja"
"4018",6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,"Baja"
"4019",6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,"Baja"
"4020",7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5,"Baja"
"4021",7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,5,"Baja"
"4022",6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,"Media"
"4023",7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6,"Media"
"4024",6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6,"Media"
"4025",6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,"Media"
"4026",6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6,"Media"
"4027",6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6,"Media"
"4028",7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,"Media"
"4029",6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6,"Media"
"4030",6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,"Media"
"4031",6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7,"Alta"
"4032",6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,"Alta"
"4033",6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,"Alta"
"4034",6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,4,"Baja"
"4035",6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5,"Baja"
"4036",7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,5,"Baja"
"4037",6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,"Baja"
"4038",6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,"Baja"
"4039",6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,5,"Baja"
"4040",7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,5,"Baja"
"4041",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,"Baja"
"4042",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,"Baja"
"4043",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,"Baja"
"4044",7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5,"Baja"
"4045",6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,5,"Baja"
"4046",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"Media"
"4047",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"Media"
"4048",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"Media"
"4049",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"Media"
"4050",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"Media"
"4051",6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,6,"Media"
"4052",6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,"Media"
"4053",6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,"Media"
"4054",7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6,"Media"
"4055",7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,"Media"
"4056",7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,"Media"
"4057",6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,"Media"
"4058",6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,"Media"
"4059",8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6,"Media"
"4060",6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6,"Media"
"4061",6.4,0.3,0.45,3.5,0.197,76,180,0.9942,3.02,0.39,9.1,6,"Media"
"4062",7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6,"Media"
"4063",4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,6,"Media"
"4064",8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6,"Media"
"4065",7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7,"Alta"
"4066",8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8,"Alta"
"4067",7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8,"Alta"
"4068",10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,4,"Baja"
"4069",6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5,"Baja"
"4070",6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,"Baja"
"4071",6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,"Baja"
"4072",7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5,"Baja"
"4073",7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,5,"Baja"
"4074",6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5,"Baja"
"4075",6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,5,"Baja"
"4076",8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,6,"Media"
"4077",6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6,"Media"
"4078",7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,"Media"
"4079",7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,"Media"
"4080",10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,"Media"
"4081",10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,"Media"
"4082",6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6,"Media"
"4083",6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6,"Media"
"4084",6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6,"Media"
"4085",7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,"Alta"
"4086",7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,"Alta"
"4087",7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7,"Alta"
"4088",6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7,"Alta"
"4089",9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3,"Baja"
"4090",7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5,"Baja"
"4091",7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5,"Baja"
"4092",6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,5,"Baja"
"4093",7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,5,"Baja"
"4094",6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,"Baja"
"4095",6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,"Baja"
"4096",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,"Baja"
"4097",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,"Baja"
"4098",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,"Baja"
"4099",6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5,"Baja"
"4100",5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.73333333333333,5,"Baja"
"4101",5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5,"Baja"
"4102",5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5,"Baja"
"4103",6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,5,"Baja"
"4104",6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,5,"Baja"
"4105",6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,6,"Media"
"4106",6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6,"Media"
"4107",6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6,"Media"
"4108",6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6,"Media"
"4109",6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6,"Media"
"4110",6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6,"Media"
"4111",7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,"Media"
"4112",7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6,"Media"
"4113",7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,"Media"
"4114",7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,"Media"
"4115",6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,"Media"
"4116",6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,6,"Media"
"4117",6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6,"Media"
"4118",7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1,7,"Alta"
"4119",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,"Baja"
"4120",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,"Baja"
"4121",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,"Baja"
"4122",6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,"Baja"
"4123",7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8,5,"Baja"
"4124",7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,"Baja"
"4125",7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,"Baja"
"4126",7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,5,"Baja"
"4127",6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5,"Baja"
"4128",6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5,"Baja"
"4129",7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5,"Baja"
"4130",6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,"Baja"
"4131",6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,"Baja"
"4132",6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5,"Baja"
"4133",6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5,"Baja"
